date,open,high,low,close,volume
2/3/2017,5635.8599,5666.8398,5576.0898,5666.77,9902970000
1/27/2017,5546.6401,5669.6099,5522.6899,5660.7798,8906500000
1/20/2017,5555.1602,5574.3501,5527.2202,5555.3301,6986380000
1/13/2017,5527.5801,5584.2598,5496.8198,5574.1201,9043580000
1/6/2017,5425.6201,5536.52,5397.9902,5521.0601,7272940000
12/30/2016,5470.7598,5512.3701,5371.8901,5383.1201,5354300000
12/23/2016,5441.2002,5489.4702,5432.77,5462.6899,7584620000
12/16/2016,5428.2202,5486.75,5394.4199,5437.1602,11341080000
12/9/2016,5283.5801,5450.1602,5269.5698,5444.5,10165370000
12/2/2016,5387.9199,5403.8599,5238.21,5255.6499,9592730000
11/25/2016,5336.7798,5398.9199,5334.1602,5398.9199,6016930000
11/18/2016,5246.3301,5346.7998,5192.0498,5321.5098,10523200000
11/11/2016,5128.9902,5302.6802,5122.77,5237.1099,11744380000
11/4/2016,5205.0898,5206.71,5034.4102,5046.3701,9814630000
10/28/2016,5290.3101,5311.5,5178.7598,5190.1001,8652020000
10/21/2016,5213.6899,5264.27,5196.0298,5257.3999,7836950000
10/14/2016,5318.46,5340.52,5169.7598,5214.1602,8081560000
10/7/2016,5300.29,5330.8101,5266.7998,5292.3999,8367060000
9/30/2016,5275.73,5325.8799,5251.3198,5312,9207020000
9/23/2016,5263.5498,5342.8799,5222.9102,5305.75,9129430000
9/16/2016,5098.0298,5254.7798,5097.7998,5244.5698,10946550000
9/9/2016,5260,5287.6099,5125.9102,5125.9102,7704880000
9/2/2016,5223.7998,5263.3901,5189.3599,5249.8999,7806150000
8/26/2016,5231.46,5275.7402,5191.8599,5218.9199,7924990000
8/19/2016,5242.1802,5271.3599,5197.23,5238.3799,8271270000
8/12/2016,5223.54,5238.54,5193.7998,5232.8901,7953300000
8/5/2016,5167.4199,5227.23,5109.7998,5221.1201,9865790000
7/29/2016,5096.9902,5175.8101,5082.6602,5162.1299,9954480000
7/22/2016,5034.9902,5103.52,5028.2402,5100.1602,8676950000
7/15/2016,4976.54,5045.1802,4976.54,5029.5898,8487020000
7/8/2016,4837.0601,4959,4786.0098,4956.7598,7186460000
7/1/2016,4664.4302,4880.1699,4574.25,4862.5698,10766600000
6/24/2016,4856.6899,4910.04,4698.4199,4707.98,11309470000
6/17/2016,4868.5098,4894.8501,4778.7798,4800.3398,10100200000
6/10/2016,4950.46,4980.1401,4880.6099,4894.5498,8558780000
6/3/2016,4938.48,4971.3599,4909.21,4942.52,7509330000
5/27/2016,4771.5698,4933.5,4763.9102,4933.5,8703080000
5/20/2016,4728.8599,4791.25,4678.3799,4769.5601,9377250000
5/13/2016,4736.3501,4812.1899,4708.2598,4717.6802,8872810000
5/6/2016,4786.5498,4821.5698,4684.2798,4736.1602,9564750000
4/29/2016,4891.48,4915,4740.8398,4775.3599,9883930000
4/22/2016,4919.3599,4969.3198,4872.02,4906.23,9054970000
4/15/2016,4873.3901,4961.2998,4808.9102,4938.2202,8571870000
4/8/2016,4911.21,4921.5098,4831.4902,4850.6899,8691280000
4/1/2016,4785.25,4917.0898,4749.7798,4914.54,8491830000
3/24/2016,4787.3101,4835.6001,4734.77,4773.5,6529050000
3/18/2016,4733.3901,4804.5801,4712.0698,4795.6499,9824810000
3/11/2016,4690.8799,4748.79,4607.9902,4748.4702,9605260000
3/4/2016,4585.2998,4746.6499,4557.46,4717.02,10165440000
2/26/2016,4548.3101,4618.8501,4425.7202,4590.4702,9032710000
2/19/2016,4397.9502,4548.4702,4376.52,4504.4302,8274000000
2/12/2016,4288.02,4369.6201,4209.7598,4337.5098,12411760000
2/5/2016,4587.5898,4636.9302,4350.3701,4363.1401,11324920000
1/29/2016,4574.5898,4613.9502,4447.5,4613.9502,11065630000
1/22/2016,4548.0498,4591.1802,4313.3901,4591.1802,10199770000
1/15/2016,4673.4399,4714.7998,4419.4102,4488.4199,12455970000
1/8/2016,4897.6499,4926.73,4637.8501,4643.6299,11155760000
12/31/2015,5032.29,5116.9902,4999.0698,5007.4102,5379130000
12/24/2015,4957.5298,5063.2798,4928.9302,5048.4902,5528440000
12/18/2015,4932.6099,5088.5801,4871.5898,4923.0801,11969810000
12/11/2015,5139.46,5139.7798,4928.6699,4933.4702,9659060000
12/4/2015,5139.5801,5176.77,5011.7202,5142.27,10326050000
11/27/2015,5106.7202,5134.3501,5050.1401,5127.52,5946230000
11/20/2015,4916.1401,5112.46,4908.6602,5104.9199,9259030000
11/13/2015,5128.9399,5133.4399,4925.3501,4927.8799,9251210000
11/6/2015,5065.6401,5163.4702,5061.4702,5147.1201,10133840000
10/30/2015,5030.7998,5095.6899,5009.0698,5053.75,9831360000
10/23/2015,4873.54,5048.5498,4836.46,5031.8599,9561320000
10/16/2015,4839.79,4886.9502,4771.6201,4886.6899,8609530000
10/9/2015,4742.1299,4841.3799,4711.79,4830.4702,10028720000
10/2/2015,4665.0601,4707.7798,4487.0601,4707.7798,11396720000
9/25/2015,4851.98,4881.46,4659.48,4686.5,9717090000
9/18/2015,4831.98,4960.8701,4791.0801,4827.23,9885240000
9/11/2015,4769.7202,4862.8799,4746.52,4822.3398,7261310000
9/4/2015,4798.6802,4824.6099,4614.9102,4683.9199,9399880000
8/28/2015,4351.6099,4836.7798,4292.1401,4828.3198,13058720000
8/21/2015,5032.3398,5092.6899,4706.04,4706.04,9653290000
8/14/2015,5081.7202,5112.4702,4945.79,5048.2402,8906700000
8/7/2015,5134.3398,5175.2598,5006.1499,5043.54,9950580000
7/31/2015,5055.9199,5155.02,5025.6099,5128.2798,9692820000
7/24/2015,5223.1802,5231.9399,5084.5098,5088.6299,9632170000
7/17/2015,5037.27,5210.1602,5036.6802,5210.1401,8746130000
7/10/2015,4963.7998,5020.71,4901.5098,4997.7002,9256930000
7/2/2015,5021.21,5051.0098,4956.23,5009.21,7365380000
6/26/2015,5147.8701,5164.3599,5060.8198,5080.5098,10320880000
6/19/2015,5011.79,5143.3198,4985.9399,5117,9504150000
6/12/2015,5066.6499,5101.3901,4974.6201,5051.1001,8312380000
6/5/2015,5094.9399,5114.6001,5025.52,5068.46,9141400000
5/29/2015,5076.9102,5111.54,5016.7402,5070.0298,7307090000
5/22/2015,5040.9199,5103.8398,5037.54,5089.3599,8410270000
5/15/2015,5003.2598,5062.6499,4931.6001,5048.29,6812880000
5/8/2015,5018.3501,5043.6201,4888.1699,5003.5498,9904030000
5/1/2015,5104.3599,5119.8301,4921.5498,5005.3901,10199960000
4/24/2015,4958.0698,5100.3701,4952.6802,5092.0801,8817750000
4/17/2015,5001.5498,5024.25,4912.3301,4931.8101,8559120000
4/10/2015,4855.9399,4996.0801,4852.9102,4995.98,8248700000
4/2/2015,4921.7798,4948.46,4844.3901,4886.9399,7054810000
3/27/2015,5020.6001,5032.48,4825.9302,4891.2202,9123680000
3/20/2015,4897.27,5042.1401,4889.0898,5026.4199,9922060000
3/13/2015,4936.0801,4950.4702,4842.7998,4871.7598,9125060000
3/6/2015,4973.4302,5008.5698,4918.6299,4927.3701,9417260000
2/27/2015,4953.1001,4989.25,4939.5601,4963.5298,9299440000
2/20/2015,4889.9902,4957.02,4880.6401,4955.9702,6790320000
2/13/2015,4723.73,4893.8398,4719.6099,4893.8398,9239750000
2/6/2015,4650.6001,4787.1802,4580.46,4744.3999,10443580000
1/30/2015,4752.3599,4774.1802,4601.7598,4635.2402,10165290000
1/23/2015,4655.8398,4771.1802,4601.1001,4757.8799,7332840000
1/16/2015,4714.0698,4751.3398,4563.1099,4634.3799,10044730000
1/9/2015,4700.3398,4744.71,4567.5898,4704.0698,9741020000
1/2/2015,4801.2598,4813.7202,4698.1099,4726.8101,5447690000
12/26/2014,4759.04,4814.9502,4757.7998,4806.8599,4970860000
12/19/2014,4679.6699,4782.1299,4547.3101,4765.3799,12115390000
12/12/2014,4769.7598,4793.2402,4653.6001,4653.6001,9529830000
12/5/2014,4777.73,4788.98,4724.6201,4780.7598,8958470000
11/28/2014,4725.1699,4810.8599,4723.6201,4791.6299,5649800000
11/21/2014,4678.4399,4751.6001,4653.3301,4712.9702,8514060000
11/14/2014,4635.1001,4703.1001,4626.4902,4688.54,8864290000
11/7/2014,4633.71,4654.1899,4594.9199,4632.5298,9939840000
10/31/2014,4469.02,4641.5098,4450.29,4630.7402,10195870000
10/24/2014,4254.1602,4486.2598,4248.2202,4483.7202,9388650000
10/17/2014,4274.9102,4303.8198,4116.6001,4258.4399,12874700000
10/10/2014,4492.3999,4496.2598,4276.2402,4276.2402,11421200000
10/3/2014,4465.8398,4522.0601,4367.7402,4475.6201,10193900000
9/26/2014,4568.4502,4568.8701,4466.6401,4512.1899,9071600000
9/19/2014,4567.4502,4610.5698,4499.8701,4579.79,10569910000
9/12/2014,4579.0601,4600.3999,4544.4399,4567.6001,8924430000
9/5/2014,4592.4199,4610.1401,4542.7402,4582.8999,7127060000
8/29/2014,4563.7202,4580.27,4546.6201,4580.27,6906120000
8/22/2014,4490.5298,4547.2402,4486.4399,4538.5498,7363490000
8/15/2014,4387.3799,4482.4702,4371.8398,4464.9302,8059070000
8/8/2014,4365.6201,4395.3799,4321.8901,4370.8999,9038280000
8/1/2014,4451.1201,4476.0601,4324.02,4352.6401,10070210000
7/25/2014,4421.2002,4485.5,4404.5098,4449.5601,8838590000
7/18/2014,4441.3901,4451.9302,4352.23,4432.1499,9289850000
7/11/2014,4477.7402,4478.02,4351.04,4415.4902,8844340000
7/3/2014,4398.3701,4485.9302,4396.5898,4485.9302,6391870000
6/27/2014,4368.96,4399.8701,4339.4102,4397.9302,10969450000
6/20/2014,4303.9302,4372.1802,4296.2598,4368.04,9916980000
6/13/2014,4324.3501,4346.7402,4284.5298,4310.6499,9011390000
6/6/2014,4247.96,4322.5098,4207.6099,4321.3999,8503440000
5/30/2014,4206.4399,4252.0801,4204.7202,4242.6201,7215130000
5/23/2014,4080.3301,4186.5801,4075.7,4185.8101,8475230000
5/16/2014,4092.8401,4155.1299,4035.96,4090.5901,9392030000
5/9/2014,4099.25,4138.3398,4021.05,4071.8701,10285910000
5/2/2014,4091.8101,4149.5601,4014.1699,4123.8999,10332790000
4/25/2014,4105.3701,4177.1602,4068.1001,4075.5601,9433140000
4/17/2014,4038.0601,4110.46,3946.03,4095.52,8121420000
4/11/2014,4110.9199,4185.1899,3991.6399,3999.73,11396830000
4/4/2014,4185.6299,4286.0898,4118.71,4127.73,11119720000
3/28/2014,4289.4902,4289.4902,4131.8101,4155.7598,11461360000
3/21/2014,4274.2202,4344.3901,4268.3398,4276.79,10859060000
3/14/2014,4332.6201,4354.4302,4241.9399,4245.3999,11301760000
3/7/2014,4261.4199,4371.71,4239.6499,4336.2202,11083150000
2/28/2014,4273.3198,4342.5898,4272.1099,4308.1201,11073610000
2/21/2014,4253.71,4284.8501,4226.75,4263.4102,7973960000
2/14/2014,4125.1201,4250.9102,4122.6099,4244.02,9973310000
2/7/2014,4105.0601,4126.5098,3968.1899,4125.8599,10957300000
1/31/2014,4132.2202,4136.46,4044.76,4103.8799,11190290000
1/24/2014,4222.98,4246.5498,4128.1699,4128.1699,8742390000
1/17/2014,4167.4102,4219.2798,4097.9902,4197.5801,10614510000
1/10/2014,4137.0298,4182.7402,4103.75,4174.6699,11274120000
1/3/2014,4153.5801,4177.73,4124.96,4131.9102,6156910000
12/27/2013,4136.1499,4175.3599,4127.7202,4156.5898,5017360000
12/20/2013,4019.3701,4111.9302,3979.5901,4104.7402,11306760000
12/13/2013,4073.75,4081.78,3992.29,4000.98,9014110000
12/6/2013,4065.6599,4069.8601,4004.76,4062.52,9050440000
11/29/2013,4004.3701,4069.7,3987.1599,4059.8899,6033960000
11/22/2013,3990.0601,3994.97,3911.6101,3991.6499,8713400000
11/15/2013,3913.6399,3985.97,3899.3101,3985.97,9063920000
11/8/2013,3932.6001,3955.97,3855.0701,3919.23,10057730000
11/1/2013,3942.5601,3966.71,3904.2,3922.04,9814300000
10/25/2013,3922.6499,3961.1001,3887.6699,3943.3601,9760130000
10/18/2013,3767.49,3914.9299,3766.28,3914.28,8862950000
10/11/2013,3776.6399,3800.0801,3650.03,3791.8701,9459030000
10/4/2013,3737.6001,3819.28,3734.74,3807.75,8966000000
9/27/2013,3786.8401,3795.72,3745.54,3781.5901,8879040000
9/20/2013,3755,3798.76,3712.47,3774.73,9197370000
9/13/2013,3675.1201,3731.8401,3675.1201,3722.1799,8343290000
9/6/2013,3622.6399,3677.0701,3593.6201,3660.01,6682280000
8/30/2013,3661.8101,3684.22,3573.5701,3589.8701,7088140000
8/23/2013,3601.8799,3660.6599,3589.02,3657.79,6555130000
8/16/2013,3645.78,3691.0601,3598.6499,3602.78,7919460000
8/9/2013,3682.6699,3694.1899,3633.5901,3660.1101,7825360000
8/2/2013,3604.29,3689.5901,3592.8,3689.5901,8798240000
7/26/2013,3599.8701,3613.3301,3573.53,3613.1599,8984050000
7/19/2013,3601.0901,3624.54,3578.5701,3587.6101,8108860000
7/12/2013,3493.8101,3600.0801,3475.3899,3600.0801,8082610000
7/5/2013,3430.48,3479.46,3415.23,3479.3799,5462320000
6/28/2013,3326.3799,3422.2,3294.95,3403.25,10679730000
6/21/2013,3449.97,3488.3101,3326.8601,3357.25,9869520000
6/14/2013,3475.6799,3484.8101,3387.6101,3423.5601,7789860000
6/7/2013,3460.76,3482.75,3378.24,3469.22,9189140000
5/31/2013,3497.8999,3514.8,3450.3999,3455.9099,7248310000
5/24/2013,3490.46,3532.04,3422.51,3459.1399,8971250000
5/17/2013,3429.53,3499.2,3426.6699,3498.97,9054310000
5/10/2013,3382.3301,3436.6001,3381.04,3436.5801,8482560000
5/3/2013,3290.3101,3388.1201,3289.4199,3378.6299,8966030000
4/26/2013,3217.3999,3301.28,3198.74,3279.26,8785900000
4/19/2013,3277.5801,3283.3999,3154.96,3206.0601,8702300000
4/12/2013,3207.1499,3306.95,3195.5701,3294.95,7891870000
4/5/2013,3268.6299,3270.23,3168.8799,3203.8601,7945880000
3/28/2013,3255.8501,3270.3,3222.48,3267.52,6167440000
3/22/2013,3215.71,3257.99,3205.4199,3245,8213930000
3/15/2013,3237.74,3260.6201,3229.9199,3249.0701,8836400000
3/8/2013,3159.46,3248.7,3154.79,3244.3701,8661160000
3/1/2013,3180.5901,3186.25,3105.3601,3169.74,9398780000
2/22/2013,3197.46,3213.6001,3118.6201,3161.8201,7479770000
2/15/2013,3192.53,3206.21,3182.1899,3192.03,8944190000
2/8/2013,3161.72,3196.8899,3130.5701,3193.8701,9800010000
2/1/2013,3152.1699,3183.1399,3133.1101,3179.1001,10204380000
1/25/2013,3135.6299,3161.0601,3121.54,3149.71,7456160000
1/18/2013,3113.6499,3144.05,3093.3201,3134.71,9047880000
1/11/2013,3089.1699,3127.72,3076.6001,3125.6299,8706270000
1/4/2013,2955.45,3118.1799,2953.52,3101.6599,7183090000
12/28/2012,3013.8899,3018.6499,2951.04,2960.3101,4159740000
12/21/2012,2975.5,3061.8201,2973.54,3021.01,10401100000
12/14/2012,2973.1899,3035.1899,2963.8,2971.3301,8827480000
12/7/2012,3029.21,3030.28,2958.26,2978.04,8576940000
11/30/2012,2961.02,3017.1799,2935.8799,3010.24,9083260000
11/23/2012,2886,2967.1899,2884.75,2966.8501,5578800000
11/16/2012,2916.3799,2920.01,2810.8,2853.1299,9500120000
11/9/2012,2983.03,3024.4399,2889.8101,2904.8701,9017330000
11/2/2012,2986.8501,3033.8501,2964.9399,2982.1299,5521510000
10/26/2012,3005.9199,3020.6101,2961.1599,2987.95,9214330000
10/19/2012,3053.21,3112.45,3000.27,3005.6201,9340160000
10/12/2012,3121.3301,3125.49,3039.5801,3044.1101,7740830000
10/5/2012,3130.3101,3171.46,3101.6399,3136.1899,8264920000
9/28/2012,3155.3501,3176.3,3080.28,3116.23,8974780000
9/21/2012,3183.3999,3196.9299,3156.46,3179.96,9378890000
9/14/2012,3131.3401,3195.6699,3098.8201,3183.95,8705530000
9/7/2012,3063.25,3139.6101,3040.24,3136.4199,6660530000
8/31/2012,3083.6201,3087.24,3040.5901,3066.96,6642570000
8/24/2012,3072.6599,3100.54,3042.22,3069.79,7218500000
8/17/2012,3018.27,3076.72,2999.1201,3076.5901,8036010000
8/10/2012,2978.1599,3028.6101,2974.23,3020.8601,8536510000
8/3/2012,2959.0701,2977.4099,2890.8501,2967.8999,8560790000
7/27/2012,2877.51,2961.8701,2839.76,2958.0901,9223830000
7/20/2012,2903.03,2976.22,2871.6499,2925.3,8552010000
7/13/2012,2934.49,2953.47,2837.72,2908.47,7909430000
7/6/2012,2938.4099,2987.9399,2921.3701,2937.3301,5715980000
6/29/2012,2863.8899,2935.1299,2818.1899,2935.05,8623210000
6/22/2012,2872.49,2942.28,2853.8601,2892.4199,10350960000
6/15/2012,2882.49,2882.96,2802.3799,2872.8,8330080000
6/8/2012,2747.6101,2873.5901,2726.6799,2858.4199,8188030000
6/1/2012,2853.27,2882.8301,2747.24,2747.48,6038970000
5/25/2012,2782.55,2867.3401,2774.76,2837.53,8694880000
5/18/2012,2907.78,2930.6799,2774.45,2778.79,10153000000
5/11/2012,2940.4099,2970.2,2900.0601,2933.8201,9702890000
5/4/2012,3060.0601,3085.3999,2956.3401,2956.3401,9125730000
4/27/2012,2969,3076.4399,2946.04,3069.2,8720790000
4/20/2012,3027.5701,3058.72,2975.8701,3000.45,8675860000
4/13/2012,3037.28,3059.26,2987,3011.3301,7829820000
4/5/2012,3085.9399,3128.25,3052.5801,3080.5,6934350000
3/30/2012,3090.52,3134.1699,3069.8101,3091.5701,8644950000
3/23/2012,3057.24,3090.0801,3044.6699,3067.9199,7563120000
3/16/2012,2989.05,3060.8201,2973.6499,3055.26,8480010000
3/9/2012,2969.73,2993.98,2900.28,2988.3401,8339410000
3/2/2012,2945.8701,3000.1101,2933.3,2976.1899,9405150000
2/24/2012,2957.3,2970.8799,2922.96,2963.75,6939420000
2/17/2012,2926.21,2962.78,2911.3301,2951.78,9459720000
2/10/2012,2892.52,2930.6799,2885.1699,2903.8799,9390950000
2/3/2012,2790.3999,2908.1299,2782.4399,2905.6599,9647560000
1/27/2012,2786.21,2834.3,2766.3401,2816.55,8897990000
1/20/2012,2736.3401,2793.3501,2721.03,2786.7,7542760000
1/13/2012,2682.98,2726.4299,2662.96,2710.6699,8602750000
1/6/2012,2657.3899,2682.1201,2627.23,2674.22,6826880000
12/30/2011,2613.51,2633.3401,2586.8501,2605.1499,4083690000
12/23/2011,2564.0701,2618.8401,2518.01,2618.6399,7726090000
12/16/2011,2617.3201,2639.74,2525.8799,2555.3301,9531970000
12/9/2011,2666.47,2674.53,2592.55,2646.8501,8346150000
12/2/2011,2509.6299,2659.23,2507.72,2626.9299,9180160000
11/25/2011,2535.3401,2539.8701,2441.48,2441.51,6240100000
11/18/2011,2671.1101,2695.8701,2567.1499,2572.5,9011380000
11/11/2011,2683.3799,2730.3899,2601.79,2678.75,9202160000
11/4/2011,2705.8899,2716.7,2597.1599,2686.1499,10025560000
10/28/2011,2644.8301,2753.3701,2598.74,2737.1499,10430080000
10/21/2011,2653.3201,2667.5701,2557.1699,2637.46,9647210000
10/14/2011,2522.72,2667.8501,2519.78,2667.8501,8542910000
10/7/2011,2401.1899,2512.1399,2298.8899,2479.3501,12395070000
9/30/2011,2496.98,2590.9399,2415.0701,2415.3999,10339380000
9/23/2011,2584.3501,2643.3701,2420.23,2483.23,10873320000
9/16/2011,2442.8601,2627.28,2438.3999,2622.3101,10906970000
9/9/2011,2417.6101,2568.45,2414.3101,2467.99,7562830000
9/2/2011,2510.99,2611.5801,2469.3501,2480.3301,8796770000
8/26/2011,2396.8799,2486.04,2337.28,2479.8501,9634500000
8/19/2011,2522.04,2555.2,2338.6599,2341.8401,11094420000
8/12/2011,2447.3,2524.0901,2331.6499,2507.98,16554660000
8/5/2011,2791.45,2796.24,2464.8701,2532.4099,14211490000
7/29/2011,2832.1101,2859.3999,2724.99,2756.3799,10088920000
7/22/2011,2777.6101,2862.72,2743.79,2858.8301,9448020000
7/15/2011,2828.1001,2841.1201,2755.8999,2789.8,9417720000
7/8/2011,2817.8701,2878.9399,2810,2859.8101,6681940000
7/1/2011,2653.0701,2818.1899,2647.55,2816.03,8703330000
6/24/2011,2608.05,2693.23,2607.74,2652.8899,10029030000
6/17/2011,2649.3,2685.6499,2599.8601,2616.48,9882720000
6/10/2011,2728.3101,2736.6599,2641.6399,2643.73,9491730000
6/3/2011,2824.25,2835.3401,2730.6299,2732.78,8560370000
5/27/2011,2761.96,2801.1499,2739.8501,2796.8601,9111280000
5/20/2011,2815.8999,2828.4099,2759.29,2803.3201,9695140000
5/13/2011,2828.24,2874.6101,2819.3701,2828.47,10052580000
5/6/2011,2881.28,2887.75,2804.8201,2827.5601,10758020000
4/29/2011,2820.28,2876.8301,2813.2,2873.54,10049000000
4/21/2011,2731.22,2820.77,2706.5,2820.1599,7651140000
4/15/2011,2789.49,2792.95,2733.6799,2764.6499,9119440000
4/8/2011,2796.26,2815.55,2771.4199,2780.4199,9114900000
4/1/2011,2752.3301,2802.6299,2720.1899,2789.6001,9105370000
3/25/2011,2675.47,2762.55,2660.1699,2743.0601,8990190000
3/18/2011,2695.6599,2715.22,2603.5,2643.6699,10719160000
3/11/2011,2793.1899,2794.8201,2689.4099,2715.6101,10237350000
3/4/2011,2791.28,2802.3201,2730.72,2784.6699,10097540000
2/25/2011,2795.4399,2808.1799,2705.54,2781.05,8674360000
2/18/2011,2810.1899,2840.51,2798.8301,2833.95,10296760000
2/11/2011,2773.26,2810.5601,2762.3401,2809.4399,10066160000
2/4/2011,2693.3,2769.7,2676.8701,2769.3,10130870000
1/28/2011,2693.03,2763.6399,2679.5701,2686.8899,10230520000
1/21/2011,2744.8,2766.1699,2686.5901,2689.54,8391330000
1/14/2011,2691.47,2755.3,2682.25,2755.3,9580040000
1/7/2011,2676.6499,2715.96,2663.6399,2703.1699,10067560000
12/31/2010,2657.0901,2673.02,2645.3799,2652.8701,5450400000
12/23/2010,2651.98,2675.26,2634.5601,2665.6001,6239830000
12/17/2010,2645.3501,2651.3501,2613.1499,2642.97,9709700000
12/10/2010,2591.28,2639.4099,2584.0901,2637.54,8948490000
12/3/2010,2522.24,2593.6799,2488.6101,2591.46,9959210000
11/26/2010,2509.3899,2545.4099,2483.1599,2534.5601,6001450000
11/19/2010,2529.02,2534.5601,2459.79,2518.1201,9788890000
11/12/2010,2570.8601,2592.9399,2506.3999,2518.21,10707400000
11/5/2010,2520.45,2582.1799,2491.46,2578.98,10395080000
10/29/2010,2491.6201,2517.5,2470.1201,2507.4099,9740950000
10/22/2010,2470.1201,2482.1399,2422.1399,2479.3899,9766980000
10/15/2010,2403.46,2468.77,2379.3899,2468.77,10042710000
10/8/2010,2362.25,2406.6699,2332.46,2401.9099,10056470000
10/1/2010,2379.73,2400.0601,2339.5,2370.75,10427730000
9/24/2010,2322.8,2381.22,2316.1101,2381.22,10201320000
9/17/2010,2263.8,2320.3701,2263.6899,2315.6101,10325550000
9/10/2010,2227.26,2251.98,2206.6201,2242.48,7102570000
9/3/2010,2145.76,2235.5701,2101.52,2233.75,9131660000
8/27/2010,2188.3401,2200.52,2099.29,2153.6299,9766090000
8/20/2010,2161.3101,2228.8999,2155.6599,2179.76,9012350000
