Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
2018-04-13,4228.53,4277.98,4208.96,4670370180916.0,0.0
2018-04-12,4244.28,4261.7,4212.5,4687766459787.0,0.0
2018-04-11,4193.5,4230.92,4179.13,4631677147787.0,0.0
2018-04-10,4209.64,4227.33,4149.11,4647715962312.0,0.0
2018-04-09,4104.63,4193.96,4101.12,4531770994196.0,99883315.0
2018-04-06,4074.47,4171.36,4057.91,4498470871687.0,0.0
2018-04-05,4172.38,4211.78,4142.53,4608965881814.0,53584542.0
2018-04-04,4163.82,4175.0,4009.39,4599500293008.0,0.0
2018-04-03,4102.37,4111.74,4027.94,4531571178944.0,0.0
2018-04-02,4056.16,4164.69,4012.04,4480524111014.0,0.0
2018-03-29,4162.41,4211.01,4074.81,4597823519350.0,7110857.0
2018-03-28,4073.15,4145.93,4051.67,4499225763495.0,265611672.0
2018-03-27,4113.99,4306.33,4081.05,4544201659311.0,0.0
2018-03-26,4274.53,4278.42,4128.17,4721091252336.0,0.0
2018-03-23,4104.73,4236.31,4104.46,4532062900020.0,0.0
2018-03-22,4223.74,4312.13,4221.99,4663468152098.0,10243624.0
2018-03-21,4337.09,4393.87,4323.72,4788615761647.0,718825621.0
2018-03-20,4360.73,4377.27,4330.67,4814674041205.0,179441263.0
2018-03-19,4351.88,4405.12,4310.93,4804900719514.0,0.0
2018-03-16,4458.23,4481.46,4444.62,4927949381720.0,0.0
2018-03-15,4461.19,4487.1,4437.75,4931202979715.0,0.0
2018-03-14,4458.58,4484.2,4433.89,4928323996585.0,0.0
2018-03-13,4457.71,4564.54,4441.52,4927238818218.0,7039925.0
2018-03-12,4524.85,4545.61,4506.76,5001441465229.0,5783515.0
2018-03-09,4502.98,4502.98,4441.62,4977261455315.0,0.0
2018-03-08,4413.33,4418.24,4387.47,4877978771039.0,199922666.0
2018-03-07,4392.11,4395.44,4333.54,4854532104856.0,5787425.0
2018-03-06,4365.44,4383.56,4343.0,4824857157949.0,106537844.0
2018-03-05,4342.36,4360.55,4270.24,4799351766921.0,5301535.0
2018-03-02,4303.32,4309.44,4189.06,4756183846806.0,0.0
2018-03-01,4255.89,4353.76,4217.94,4703758961032.0,42074469.0
2018-02-28,4329.09,4401.04,4329.09,4784660641263.0,169821304.0
2018-02-27,4361.77,4428.73,4361.77,4820728325245.0,853596592.0
2018-02-26,4406.39,4406.59,4360.73,4870038194916.0,1697281.0
2018-02-23,4341.49,4342.2,4279.8,4798307676568.0,41916215.0
2018-02-22,4253.13,4292.95,4242.59,4700449255787.0,119727213.0
2018-02-21,4249.46,4327.12,4249.46,4696397646875.0,350758220.0
2018-02-20,4265.07,4299.32,4219.69,4713514940055.0,191556372.0
2018-02-16,4241.07,4291.66,4236.56,4686992357598.0,662923.0
2018-02-15,4256.84,4257.54,4165.67,4704421821241.0,0.0
2018-02-14,4176.28,4181.34,4071.81,4615387949704.0,3332585545.0
2018-02-13,4092.1,4101.14,4048.97,4522254068982.0,0.0
2018-02-12,4078.62,4104.67,4013.43,4507361091295.0,0.0
2018-02-09,4007.1,4029.94,3842.06,4428317294981.0,3261117956.0
2018-02-08,3909.09,4096.82,3908.06,4320010858370.0,3068588.0
2018-02-07,4076.35,4162.37,4076.23,4504874676449.0,975012.0
2018-02-06,4150.24,4154.24,3957.35,4586630546016.0,1491833512.0
2018-02-05,4032.8,4237.68,4032.43,4456845502484.0,0.0
2018-02-02,4199.66,4278.33,4198.15,4642983479534.0,0.0
2018-02-01,4335.18,4369.77,4313.32,4793244468140.0,0.0
2018-01-31,4339.63,4350.15,4310.14,4798161150639.0,0.0
2018-01-30,4309.11,4337.98,4293.53,4764412715335.0,620945338.0
2018-01-29,4353.5,4379.2,4342.82,4813495315162.0,0.0
2018-01-26,4393.82,4393.82,4342.61,4858072609267.0,0.0
2018-01-25,4320.65,4373.17,4309.98,4777174519547.0,1037559.0
2018-01-24,4337.96,4396.56,4319.58,4796318582895.0,0.0
2018-01-23,4389.19,4393.59,4368.08,4852952182587.0,0.0
2018-01-22,4356.96,4356.96,4306.43,4817313426164.0,0.0
2018-01-19,4319.8,4327.76,4298.5,4776223301406.0,0.0
2018-01-18,4308.48,4319.89,4287.94,4763705309603.0,0.0
2018-01-17,4302.6,4304.46,4242.26,4757963878628.0,0.0
2018-01-16,4237.27,4306.12,4226.02,4685712958507.0,0.0
2018-01-12,4258.17,4261.45,4217.84,4708825243161.0,0.0
2018-01-11,4235.5,4235.5,4215.28,4683786498283.0,0.0
2018-01-10,4214.47,4216.31,4192.0,4660529995720.0,0.0
2018-01-09,4233.06,4254.34,4223.37,4681093228386.0,111852457.0
2018-01-08,4246.85,4254.4,4227.47,4696343341537.0,0.0
2018-01-05,4231.99,4233.29,4202.8,4679909015061.0,0.0
2018-01-04,4190.52,4201.39,4176.94,4634041848749.0,53358358.0
2018-01-03,4172.38,4174.49,4135.23,4613988214534.0,0.0
2018-01-02,4133.15,4134.16,4070.77,4570519566888.0,0.0
2017-12-29,4060.12,4087.94,4060.12,4489695724910.0,7005819.0
2017-12-28,4086.54,4097.79,4080.39,4518912160756.0,188606386.0
2017-12-27,4084.38,4090.92,4074.1,4516524805738.0,36703124.0
2017-12-26,4078.15,4081.48,4055.33,4509644894540.0,29748000.0
2017-12-22,4114.17,4116.76,4102.34,4549472633240.0,1347067.0
2017-12-21,4119.23,4143.99,4115.93,4555066295871.0,9369834.0
2017-12-20,4129.35,4152.03,4105.2,4566246111384.0,0.0
2017-12-19,4134.16,4149.54,4115.16,4571543737800.0,182270705.0
2017-12-18,4156.83,4160.53,4129.91,4596512617226.0,713963870.0
2017-12-15,4111.87,4116.59,4062.12,4541014428136.0,0.0
2017-12-14,4051.85,4077.02,4048.81,4474739645852.0,0.0
2017-12-13,4055.18,4073.03,4051.79,4478414623035.0,1187187.0
2017-12-12,4045.88,4067.61,4041.26,4467996682917.0,471966.0
2017-12-11,4065.75,4067.74,4030.37,4489903665811.0,0.0
2017-12-08,4031.01,4066.08,4025.68,4451537367815.0,0.0
2017-12-07,4020.0,4028.52,3995.08,4439374545404.0,0.0
2017-12-06,3992.44,4001.35,3932.11,4408938036445.0,0.0
2017-12-05,3965.05,4018.99,3928.76,4378709547337.0,106543843.0
2017-12-04,3958.22,4062.44,3954.48,4371159856148.0,11934332.0
2017-12-01,4038.27,4058.43,3975.32,4459519333504.0,9807190.0
2017-11-30,4067.76,4075.07,4029.22,4491964395432.0,304218433.0
2017-11-29,4033.36,4141.01,4004.09,4453973175025.0,215492594.0
2017-11-28,4153.7,4169.5,4129.99,4586849917073.0,841358074.0
2017-11-27,4156.39,4165.13,4141.22,4589200258483.0,5767328.0
2017-11-24,4162.57,4164.84,4144.45,4596023236322.0,9769601.0
2017-11-22,4141.66,4149.32,4132.21,4572932464574.0,229169012.0
2017-11-21,4142.77,4143.1,4106.38,4573631558687.0,9903818.0
2017-11-20,4087.18,4091.23,4078.26,4512250640441.0,143160906.0
2017-11-17,4077.2,4103.6,4072.58,4501528610666.0,135346652.0
2017-11-16,4099.2,4108.71,4073.26,4525789559533.0,42819730.0
2017-11-15,4048.12,4064.38,4029.06,4469396506432.0,3236318044.0
2017-11-14,4081.16,4087.55,4061.73,4505417401492.0,179546378.0
2017-11-13,4094.54,4099.17,4075.05,4520148601769.0,0.0
2017-11-10,4094.93,4099.0,4082.85,4520578988321.0,3255128361.0
2017-11-09,4101.21,4104.67,4053.78,4527512382070.0,3013849.0
2017-11-08,4138.03,4138.73,4104.15,4567811772896.0,10699520.0
2017-11-07,4118.48,4127.15,4100.43,4546213470748.0,14160501.0
2017-11-06,4117.19,4120.46,4099.38,4544773454391.0,1280477500.0
2017-11-03,4094.66,4098.18,4052.04,4519843470461.0,0.0
2017-11-02,4052.78,4055.55,4011.81,4473610347133.0,0.0
2017-11-01,4043.07,4068.53,4018.96,4462459391190.0,0.0
2017-10-31,4046.01,4057.28,4023.41,4464972264227.0,9925563.0
2017-10-30,4024.13,4040.45,4000.37,4440826019734.0,613823950.0
2017-10-27,4004.29,4016.99,3958.49,4418922735415.0,0.0
2017-10-26,3878.6,3895.11,3872.21,4280218424165.0,0.0
2017-10-25,3865.84,3893.01,3833.81,4266137527808.0,0.0
2017-10-24,3887.02,3893.18,3867.59,4289513032039.0,0.0
2017-10-23,3873.0,3900.63,3868.25,4274040225295.0,0.0
2017-10-20,3889.74,3900.64,3884.76,4292509333781.0,0.0
2017-10-19,3867.5,3867.6,3835.93,4267653698139.0,0.0
2017-10-18,3887.2,3893.13,3869.97,4289392285775.0,0.0
2017-10-17,3883.16,3883.16,3868.77,4284929785406.0,0.0
2017-10-16,3880.23,3880.6,3863.79,4281688906657.0,63556.0
2017-10-13,3859.17,3867.23,3853.23,4258453089670.0,0.0
2017-10-12,3837.53,3854.25,3833.34,4234569021526.0,0.0
2017-10-11,3837.72,3838.41,3811.04,4234784760396.0,0.0
2017-10-10,3816.54,3829.84,3797.0,4211408314877.0,12148921.0
2017-10-09,3813.61,3823.12,3807.67,4208177393210.0,0.0
2017-10-06,3803.14,3803.44,3774.33,4196624411343.0,129672599.0
2017-10-05,3788.3,3790.28,3758.0,4180263146781.0,53951516.0
2017-10-04,3747.99,3755.47,3731.94,4135775507484.0,0.0
2017-10-03,3754.19,3758.21,3744.2,4142210693950.0,0.0
2017-10-02,3744.31,3759.5,3722.93,4131317338679.0,0.0
2017-09-29,3741.73,3742.63,3711.22,4128470358388.0,7003877.0
2017-09-28,3710.29,3710.97,3686.79,4093770203743.0,187692434.0
2017-09-27,3702.85,3715.36,3671.03,4085563757645.0,36573697.0
2017-09-26,3648.08,3663.56,3631.78,4025136626409.0,0.0
2017-09-25,3629.54,3666.71,3610.89,4004675010860.0,105287875.0
2017-09-22,3689.83,3693.54,3672.88,4071203107377.0,5061219.0
2017-09-21,3692.11,3711.4,3673.39,4073724500300.0,0.0
2017-09-20,3717.84,3740.88,3687.43,4088025816915.0,0.0
2017-09-19,3745.5,3752.36,3725.29,4118420557973.0,181333109.0
2017-09-18,3731.18,3752.17,3719.19,4102680341568.0,414724486.0
2017-09-15,3729.29,3739.28,3701.0,4105786316898.0,0.0
2017-09-14,3704.72,3722.87,3695.2,4078973644376.0,471966.0
2017-09-13,3721.07,3721.2,3701.51,4096968078120.0,0.0
2017-09-12,3721.71,3731.05,3699.99,4097619317150.0,72590346.0
2017-09-11,3716.91,3725.01,3698.14,4092327701935.0,1182427.0
2017-09-08,3666.51,3703.65,3662.56,4036839167595.0,20327133.0
2017-09-07,3704.22,3707.06,3679.91,4078354806593.0,172119520.0
2017-09-06,3689.27,3700.94,3664.94,4062020501512.0,21947040.0
2017-09-05,3684.17,3717.31,3657.78,4056362747889.0,0.0
2017-09-01,3721.21,3736.61,3712.98,4097138412926.0,15340329.0
2017-08-31,3724.17,3728.96,3694.76,4100402859453.0,0.0
2017-08-30,3689.45,3691.64,3653.32,4062167192271.0,55154860.0
2017-08-29,3653.05,3658.96,3599.52,4022230019167.0,108238191.0
2017-08-28,3636.24,3643.36,3622.76,4003655606207.0,842138815.0
2017-08-25,3627.63,3655.92,3621.31,3994171942592.0,5783211.0
2017-08-24,3634.33,3655.93,3613.82,4001545824658.0,15233420.0
2017-08-23,3643.67,3652.06,3625.62,4011814925196.0,90079482.0
2017-08-22,3645.95,3649.0,3611.26,4014327787369.0,297305600.0
2017-08-21,3594.03,3608.75,3568.95,3957152339078.0,0.0
2017-08-18,3602.32,3627.31,3583.81,3966235435050.0,88349531.0
2017-08-17,3600.68,3668.89,3600.68,3964420834185.0,129752689.0
2017-08-16,3673.15,3691.65,3660.79,4044197487475.0,30816882.0
2017-08-15,3666.31,3672.77,3652.22,4036679574497.0,3015061546.0
2017-08-14,3661.46,3666.43,3635.94,4031290270719.0,0.0
2017-08-11,3602.02,3611.68,3570.57,3965835712631.0,92489948.0
2017-08-10,3571.91,3640.05,3568.13,3932681887610.0,3303273471.0
2017-08-09,3662.73,3663.84,3631.19,4032672409099.0,3013129.0
2017-08-08,3663.11,3694.94,3650.6,4033094233056.0,86817500.0
2017-08-07,3661.73,3662.43,3636.62,4031568990158.0,13156303.0
2017-08-04,3632.43,3645.87,3623.74,3999295642183.0,60022981.0
2017-08-03,3623.27,3637.73,3611.74,3989203975830.0,1290333506.0
2017-08-02,3637.6,3667.14,3607.71,4004999902546.0,10692578.0
2017-08-01,3619.6,3622.49,3605.91,3982198192797.0,0.0
2017-07-31,3603.89,3643.51,3596.5,3964915345250.0,0.0
2017-07-28,3628.83,3638.52,3604.76,3992555585099.0,0.0
2017-07-27,3625.75,3691.88,3576.34,3989159731254.0,524074109.0
2017-07-26,3663.02,3670.75,3653.64,4030267383498.0,862267.0
2017-07-25,3652.78,3662.17,3635.92,4018991827685.0,0.0
2017-07-24,3665.6,3672.89,3645.86,4033090875283.0,0.0
2017-07-21,3650.96,3651.83,3632.32,4016993204532.0,0.0
2017-07-20,3658.03,3667.06,3639.48,4024640531831.0,0.0
2017-07-19,3659.52,3666.66,3643.72,4026304911745.0,0.0
2017-07-18,3634.21,3634.31,3593.26,3997553722189.0,0.0
2017-07-17,3612.81,3626.32,3604.93,3974007424133.0,0.0
2017-07-14,3611.46,3615.69,3583.32,3972423522573.0,0.0
2017-07-13,3575.71,3590.19,3565.02,3933096355521.0,0.0
2017-07-12,3562.67,3566.87,3534.97,3918723254739.0,0.0
2017-07-11,3514.28,3517.69,3484.68,3864892398003.0,0.0
2017-07-10,3496.97,3506.54,3462.11,3845852656431.0,10404571.0
2017-07-07,3467.73,3480.69,3435.96,3813693961047.0,0.0
2017-07-06,3421.83,3441.44,3406.68,3763212874546.0,87113753.0
2017-07-05,3447.96,3457.3,3409.17,3791950843690.0,54190266.0
2017-07-03,3406.13,3464.19,3399.61,3745947062322.0,0.0
2017-06-30,3440.98,3467.26,3434.46,3784040937002.0,30100328.0
2017-06-29,3445.76,3489.49,3412.75,3789295381585.0,7018413.0
2017-06-28,3513.85,3517.37,3448.79,3864169744723.0,190477098.0
2017-06-27,3463.42,3520.67,3463.42,3808707767933.0,36238191.0
2017-06-26,3534.32,3595.48,3530.3,3886683316827.0,0.0
2017-06-23,3563.71,3570.89,3529.49,3919003206817.0,1331179.0
2017-06-22,3538.22,3551.68,3525.44,3890942442069.0,0.0
2017-06-21,3543.48,3545.29,3517.12,3896662503082.0,5050910.0
2017-06-20,3513.54,3549.09,3513.2,3863715053155.0,0.0
2017-06-19,3546.23,3548.5,3514.16,3899659931563.0,186875289.0
2017-06-16,3481.25,3496.95,3466.61,3877670602917.0,20301029.0
2017-06-15,3491.72,3497.41,3444.05,3889330404933.0,409059779.0
2017-06-14,3512.81,3552.36,3480.21,3912826555550.0,1639839.0
2017-06-13,3536.94,3552.13,3504.79,3939690028763.0,9506417.0
2017-06-12,3507.58,3515.93,3431.87,3907408931887.0,0.0
2017-06-09,3539.88,3670.85,3479.83,3943389684502.0,1182427.0
2017-06-08,3661.3,3662.53,3633.17,4078646227427.0,0.0
2017-06-07,3642.19,3647.56,3623.05,4057224153543.0,166170179.0
2017-06-06,3628.84,3648.23,3622.0,4042356378954.0,0.0
2017-06-05,3629.89,3644.95,3621.61,4043263453699.0,129640474.0
2017-06-02,3628.73,3628.73,3587.43,4042496186161.0,27541669.0
2017-06-01,3583.25,3586.64,3559.08,3991834806151.0,0.0
2017-05-31,3572.91,3604.21,3564.63,3980299120536.0,6952111.0
2017-05-30,3590.38,3593.8,3576.69,3999677759406.0,112447559.0
2017-05-26,3581.04,3582.0,3566.86,3990097610821.0,848462627.0
2017-05-25,3577.66,3586.23,3549.73,3986228948431.0,0.0
2017-05-24,3547.88,3549.38,3535.62,3952735422489.0,130856233.0
2017-05-23,3533.11,3544.45,3521.73,3936279785208.0,240247538.0
2017-05-22,3531.94,3532.37,3508.82,3934941523946.0,9716773.0
2017-05-19,3498.35,3511.63,3491.06,3897522139560.0,157552859.0
2017-05-18,3476.6,3488.14,3435.08,3873091107839.0,91005686.0
2017-05-17,3439.29,3523.58,3437.76,3831528632676.0,18682436.0
2017-05-16,3549.69,3549.95,3524.01,3954699504018.0,3036460028.0
2017-05-15,3527.04,3527.04,3508.89,3929444454706.0,0.0
2017-05-12,3509.81,3510.26,3497.27,3910096940815.0,138904320.0
2017-05-11,3498.34,3500.08,3474.12,3897313353434.0,3389954033.0
2017-05-10,3500.63,3504.42,3482.38,3899873343024.0,2974223.0
2017-05-09,3487.11,3499.95,3480.09,3884675751238.0,0.0
2017-05-08,3476.5,3478.58,3453.63,3872827527824.0,13125000.0
2017-05-05,3455.3,3455.3,3436.27,3849208904999.0,0.0
2017-05-04,3438.01,3444.21,3426.15,3829941371994.0,1728661.0
2017-05-03,3439.85,3442.26,3417.27,3831995300491.0,1295429435.0
2017-05-02,3439.8,3447.89,3430.65,3831859965575.0,0.0
2017-05-01,3434.97,3440.2,3407.14,3826480277617.0,0.0
2017-04-28,3395.8,3408.21,3389.33,3782843438828.0,86630765.0
2017-04-27,3385.86,3387.37,3369.16,3771775428425.0,499819867.0
2017-04-26,3365.45,3383.51,3363.01,3749021278229.0,0.0
2017-04-25,3378.61,3384.63,3362.11,3763647768305.0,0.0
2017-04-24,3351.98,3355.0,3336.71,3733987363951.0,0.0
2017-04-21,3304.22,3310.0,3294.32,3680781519228.0,1329823.0
2017-04-20,3302.3,3309.33,3280.13,3678641098623.0,0.0
2017-04-19,3271.22,3290.75,3266.05,3644003115819.0,0.0
2017-04-18,3265.28,3272.01,3253.11,3637370367262.0,0.0
2017-04-17,3267.08,3267.32,3243.95,3639368567382.0,0.0
2017-04-13,3234.36,3266.34,3234.36,3602915272080.0,0.0
2017-04-12,3248.33,3266.14,3241.62,3618465019876.0,0.0
2017-04-11,3264.37,3277.9,3234.64,3636207059400.0,0.0
2017-04-10,3280.08,3294.43,3272.96,3653680753577.0,10292007.0
2017-04-07,3284.29,3293.54,3271.92,3658109288022.0,0.0
2017-04-06,3285.63,3295.42,3276.11,3659603950506.0,86967011.0
2017-04-05,3285.73,3324.81,3280.7,3659712830943.0,51480752.0
2017-04-04,3299.89,3302.05,3285.71,3670063056210.0,0.0
2017-04-03,3301.2,3313.48,3281.4,3671520776439.0,0.0
2017-03-31,3302.72,3313.93,3294.47,3673100226953.0,30474000.0
2017-03-30,3304.57,3311.69,3298.15,3679269019924.0,6953297.0
2017-03-29,3300.26,3302.12,3282.79,3674331499621.0,184442228.0
2017-03-28,3287.8,3296.6,3255.77,3660377111715.0,36071377.0
2017-03-27,3264.13,3270.64,3224.5,3633940084878.0,0.0
2017-03-24,3257.35,3280.36,3246.24,3626392899061.0,0.0
2017-03-23,3253.0,3263.14,3244.93,3621539652129.0,7311563.0
2017-03-22,3263.13,3265.73,3234.43,3632818398072.0,0.0
2017-03-21,3238.29,3313.63,3236.36,3605115906370.0,5528927.0
2017-03-20,3293.06,3299.65,3283.38,3666090411032.0,185961431.0
2017-03-17,3284.24,3295.36,3283.16,3662356503880.0,0.0
2017-03-16,3281.12,3285.79,3273.52,3658828652135.0,409046337.0
2017-03-15,3277.43,3282.35,3250.14,3654709013332.0,0.0
2017-03-14,3257.76,3261.11,3243.23,3632729433208.0,0.0
2017-03-13,3266.28,3267.7,3258.41,3641308538823.0,6374900.0
2017-03-10,3258.04,3264.41,3245.59,3646467754031.0,7203094.0
2017-03-09,3239.86,3244.74,3223.11,3626121976812.0,0.0
2017-03-08,3239.95,3250.62,3232.15,3626225825877.0,19104213.0
2017-03-07,3233.17,3244.15,3222.45,3618654736890.0,6154694.0
2017-03-06,3227.63,3232.87,3213.34,3612454845879.0,73273482.0
2017-03-03,3234.02,3234.02,3217.09,3619612141944.0,5278385.0
2017-03-02,3228.15,3250.66,3224.14,3613031820660.0,0.0
2017-03-01,3252.82,3256.07,3219.14,3640647831068.0,112401431.0
2017-02-28,3204.48,3220.77,3198.89,3586478814963.0,93481869.0
2017-02-27,3223.06,3223.2,3206.3,3607269106247.0,857146423.0
2017-02-24,3217.82,3217.82,3190.69,3604450872572.0,13823211.0
2017-02-23,3216.21,3231.87,3199.88,3602644485641.0,9378725.0
2017-02-22,3230.52,3231.46,3214.35,3618674882557.0,319135923.0
2017-02-21,3225.44,3227.87,3213.7,3612884548222.0,3383274.0
2017-02-17,3208.79,3208.79,3188.83,3594234820158.0,125630073.0
2017-02-16,3200.63,3206.87,3192.17,3585093980924.0,77981835.0
2017-02-15,3191.68,3193.64,3177.46,3575061895226.0,47347111.0
2017-02-14,3182.55,3183.1,3160.58,3563536621255.0,3138935134.0
2017-02-13,3176.63,3180.14,3169.68,3557000303747.0,84412115.0
2017-02-10,3157.47,3164.96,3149.32,3535540023078.0,16259591.0
2017-02-09,3156.07,3164.93,3147.7,3533972696440.0,3046466372.0
2017-02-08,3150.43,3154.04,3132.04,3527646140016.0,2949293.0
2017-02-07,3141.72,3148.64,3134.93,3515224115663.0,0.0
2017-02-06,3128.42,3128.42,3110.27,3500341701693.0,84195702.0
2017-02-03,3119.8,3122.37,3109.62,3490695473960.0,1232140000.0
2017-02-02,3103.05,3113.6,3085.95,3471955467446.0,0.0
2017-02-01,3107.11,3114.16,3091.31,3476497377191.0,0.0
2017-01-31,3069.68,3076.57,3053.57,3437513616118.0,52027899.0
2017-01-30,3085.83,3098.77,3068.46,3455593239482.0,0.0
2017-01-27,3117.08,3125.71,3108.08,3490584511010.0,499742864.0
2017-01-26,3105.36,3115.66,3093.21,3478190663868.0,861540.0
2017-01-25,3110.15,3110.84,3093.6,3483558295004.0,420281.0
2017-01-24,3072.08,3077.51,3050.36,3440918040203.0,0.0
2017-01-23,3041.61,3045.31,3020.81,3406788441794.0,0.0
2017-01-20,3036.74,3047.74,3030.29,3401330515298.0,0.0
2017-01-19,3024.1,3045.05,3020.86,3387172729303.0,0.0
2017-01-18,3032.96,3034.71,3021.06,3397093075631.0,0.0
2017-01-17,3022.51,3029.68,3013.9,3385391862773.0,0.0
2017-01-13,3036.61,3040.13,3028.43,3401178939863.0,0.0
2017-01-12,3024.77,3026.45,2993.09,3387922293150.0,0.0
2017-01-11,3037.44,3037.44,3012.58,3402149822413.0,0.0
2017-01-10,3017.73,3029.33,3008.89,3380079544361.0,0.0
2017-01-09,3013.13,3021.09,3001.83,3374932179131.0,10285011.0
2017-01-06,2999.27,3007.04,2962.86,3359655625031.0,87267334.0
2017-01-05,2969.82,2975.61,2955.22,3326661863418.0,0.0
2017-01-04,2959.54,2966.09,2949.96,3315148057384.0,52946900.0
2017-01-03,2950.45,2965.78,2932.16,3304963105859.0,0.0
2016-12-30,2925.81,2965.19,2920.32,3277374764420.0,0.0
2016-12-29,2958.69,2965.31,2947.13,3314204300756.0,0.0
2016-12-28,2961.03,2998.26,2957.71,3316826606215.0,186667196.0
2016-12-27,2989.75,3004.48,2975.3,3349005422397.0,35496974.0
2016-12-23,2972.93,2972.93,2959.7,3330170924173.0,0.0
2016-12-22,2969.19,2984.98,2960.37,3326000681605.0,1329677.0
2016-12-21,2981.55,2988.32,2973.51,3339726670312.0,4431211.0
2016-12-20,2985.23,2991.64,2978.91,3343797600556.0,3711963.0
2016-12-19,2975.15,2986.73,2950.21,3332493166364.0,185549351.0
2016-12-16,2952.0,2982.62,2946.69,3308797189100.0,21020030.0
2016-12-15,2969.91,2985.76,2958.28,3328874067835.0,0.0
2016-12-14,2958.31,2979.82,2952.55,3315871320538.0,403428953.0
2016-12-13,2968.1,2986.47,2938.91,3326839454690.0,0.0
2016-12-12,2929.62,2935.77,2915.54,3283707614089.0,73827050.0
2016-12-09,2943.21,2944.56,2928.44,3298936998602.0,0.0
2016-12-08,2918.49,2928.13,2896.7,3271232766250.0,0.0
2016-12-07,2904.03,2905.36,2848.3,3254935646979.0,0.0
2016-12-06,2856.68,2863.88,2841.31,3201743564185.0,5948579.0
2016-12-05,2847.81,2857.1,2819.41,3191799555783.0,9236290.0
2016-12-02,2818.82,2824.85,2793.46,3159798757534.0,30672000.0
2016-12-01,2804.87,2874.07,2796.43,3145512762683.0,0.0
2016-11-30,2876.26,2916.04,2876.26,3225559222030.0,163935077.0
2016-11-29,2910.02,2927.22,2897.62,3263388880329.0,112203885.0
2016-11-28,2906.8,2926.09,2900.89,3259767353048.0,787225229.0
2016-11-25,2905.6,2905.6,2895.15,3258420192733.0,33731131.0
2016-11-23,2898.04,2909.19,2886.8,3249968858990.0,84007058.0
2016-11-22,2913.59,2919.49,2907.4,3267251965756.0,193781048.0
2016-11-21,2903.72,2906.16,2877.7,3256187107872.0,5702242.0
2016-11-18,2870.24,2889.39,2864.42,3218641479853.0,18229871.0
2016-11-17,2877.36,2878.26,2852.93,3226619404941.0,124371298.0
2016-11-16,2851.79,2852.72,2808.64,3197973757829.0,95357757.0
2016-11-15,2822.81,2836.61,2798.72,3164530943799.0,3201659822.0
2016-11-14,2777.02,2820.53,2757.47,3113156807992.0,0.0
2016-11-11,2822.82,2828.37,2791.18,3164545697067.0,0.0
2016-11-10,2804.19,2877.18,2760.31,3144118028239.0,100671706.0
2016-11-09,2864.79,2868.93,2807.5,3212062486274.0,0.0
2016-11-08,2874.88,2887.55,2848.0,3223398113942.0,3786468.0
2016-11-07,2861.04,2863.27,2838.26,3207872522260.0,9714682.0
2016-11-04,2794.71,2820.74,2786.57,3133495855906.0,84515308.0
2016-11-03,2807.7,2836.13,2803.13,3148068264663.0,4810119267.0
2016-11-02,2841.74,2875.12,2833.82,3186041115292.0,0.0
2016-11-01,2869.31,2903.1,2844.41,3216830552078.0,0.0
2016-10-31,2895.7,2913.0,2895.7,3246406096483.0,0.0
2016-10-28,2900.83,2935.92,2895.94,3251509935157.0,0.0
2016-10-27,2904.07,2934.94,2901.06,3255133417538.0,0.0
2016-10-26,2920.98,2934.54,2909.13,3274091540355.0,0.0
2016-10-25,2945.82,2957.19,2940.0,3301939819677.0,0.0
2016-10-24,2955.35,2956.24,2933.55,3312616973336.0,0.0
2016-10-21,2915.14,2916.61,2899.02,3267545405254.0,0.0
2016-10-20,2896.58,2901.95,2876.83,3246748086731.0,0.0
2016-10-19,2898.62,2903.26,2891.93,3249029247002.0,0.0
2016-10-18,2902.62,2916.07,2898.06,3253478547064.0,0.0
2016-10-17,2877.57,2889.43,2874.21,3225402073164.0,0.0
2016-10-14,2883.29,2903.35,2879.17,3231811596028.0,0.0
2016-10-13,2872.29,2881.37,2844.94,3219479079214.0,0.0
2016-10-12,2891.55,2901.27,2875.26,3241072001380.0,0.0
2016-10-11,2887.89,2930.56,2875.02,3236963259249.0,0.0
2016-10-10,2922.9,2930.76,2913.82,3276206540193.0,0.0
2016-10-07,2900.49,2909.4,2884.98,3251000953287.0,10275625.0
2016-10-06,2904.07,2908.47,2885.89,3253564255963.0,0.0
2016-10-05,2896.64,2906.72,2890.12,3245345810996.0,139864134.0
2016-10-04,2884.18,2902.98,2873.32,3230458513278.0,0.0
2016-10-03,2884.29,2897.38,2877.64,3231826746305.0,0.0
2016-09-30,2892.36,2900.01,2878.09,3240980220984.0,0.0
2016-09-29,2876.74,2891.32,2858.4,3223475353172.0,11122671.0
2016-09-28,2893.74,2894.95,2876.87,3242525469271.0,179061909.0
2016-09-27,2885.1,2886.17,2850.26,3232002820199.0,35329881.0
2016-09-26,2851.82,2864.54,2847.51,3194711267024.0,32059924.0
2016-09-23,2874.14,2893.88,2867.09,3219475855879.0,0.0
2016-09-22,2902.33,2906.08,2895.85,3251055653783.0,92830392.0
2016-09-21,2885.23,2887.3,2853.94,3231758256908.0,0.0
2016-09-20,2851.98,2867.78,2847.39,3194461427614.0,0.0
2016-09-19,2852.98,2886.46,2846.09,3197854799572.0,188854267.0
2016-09-16,2864.06,2872.62,2849.92,3221264966599.0,0.0
2016-09-15,2865.8,2869.69,2819.55,3223269690863.0,205009898.0
